,journal_title,article_title,contributors,year,doi
15,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Dirk Notz', 'F. Alexander Haumann', 'Helmuth Haak', 'Johann H. Jungclaus', 'Jochem Marotzke']",2013,10.1002/jame.20016
16,Climate Research,Climate Research,"['M Belda', 'E Holtanová', 'T Halenka', 'J Kalvová']",2014,10.3354/cr01204
17,Environmental Earth Sciences,Environmental Earth Sciences,"['Klemens Barfus', 'Christian Bernhofer']",2014,10.1007/s12665-014-3147-3
18,Theoretical and Applied Climatology,Theoretical and Applied Climatology,"['Idris Muhammad Wada', 'Haruna Shehu Usman', 'Amechi S. Nwankwegu', 'Makhai Nwunuji Usman', 'Selamawit Haftu Gebresellase']",2023,10.1007/s00704-023-04534-w
19,Water Resources Research,Water Resources Research,"['Jinsong Chen', 'Susan S. Hubbard', 'Kenneth H. Williams', 'Darren L. Ficklin']",2016,10.1002/2015WR017777
20,Geophysical Research Letters,Geophysical Research Letters,"['Janin Guzman‐Morales', 'Alexander Gershunov']",2019,10.1029/2018GL080261
21,International Journal of Climatology,International Journal of Climatology,"['Leandro B. Díaz', 'Ramiro I. Saurral', 'Carolina S. Vera']",2021,10.1002/joc.6643
22,Journal of Agricultural Meteorology,Journal of Agricultural Meteorology,"['Masashi OKADA', 'Toshichika IIZUMI', 'Motoki NISHIMORI', 'Masayuki YOKOZAWA']",2009,10.2480/agrmet.65.1.4
23,Climate Dynamics,Climate Dynamics,"['June-Yi Lee', 'Bin Wang']",2014,10.1007/s00382-012-1564-0
24,Climate Research,Climate Research,"['MA Semenov', 'S Pilkington-Bennett', 'P Calanca']",2013,10.3354/cr01164
25,Climate Dynamics,Climate Dynamics,"['Dietmar Dommenget', 'Sabine Haase', 'Tobias Bayr', 'Claudia Frauen']",2014,10.1007/s00382-014-2057-0
26,Journal of Climate,Journal of Climate,"['Leo J. Donner', 'Bruce L. Wyman', 'Richard S. Hemler', 'Larry W. Horowitz', 'Yi Ming', 'Ming Zhao', 'Jean-Christophe Golaz', 'Paul Ginoux', 'S.-J. Lin', 'M. Daniel Schwarzkopf', 'John Austin', 'Ghassan Alaka', 'William F. Cooke', 'Thomas L. Delworth', 'Stuart M. Freidenreich', 'C. T. Gordon', 'Stephen M. Griffies', 'Isaac M. Held', 'William J. Hurlin', 'Stephen A. Klein', 'Thomas R. Knutson', 'Amy R. Langenhorst', 'Hyun-Chul Lee', 'Yanluan Lin', 'Brian I. Magi', 'Sergey L. Malyshev', 'P. C. D. Milly', 'Vaishali Naik', 'Mary J. Nath', 'Robert Pincus', 'Jeffrey J. Ploshay', 'V. Ramaswamy', 'Charles J. Seman', 'Elena Shevliakova', 'Joseph J. Sirutis', 'William F. Stern', 'Ronald J. Stouffer', 'R. John Wilson', 'Michael Winton', 'Andrew T. Wittenberg', 'Fanrong Zeng']",2011,10.1175/2011JCLI3955.1
27,PLOS ONE,PLOS ONE,"['Daniel Houle', 'Alain Paquette', 'Benoît Côté', 'Travis Logan', 'Hugues Power', 'Isabelle Charron', 'Louis Duchesne', 'Gisèle LaPointe']",2015,10.1371/journal.pone.0144844
28,Environmental Research Communications,Environmental Research Communications,"['Benjamin J Harrison', 'Joseph D Daron', 'Matthew D Palmer', 'Jennifer H Weeks']",2021,10.1088/2515-7620/ac2e6e
29,International Journal of Climatology,International Journal of Climatology,['Bradfield Lyon'],2022,10.1002/joc.7456
30,Journal of Geophysical Research,Journal of Geophysical Research,['R. Kwok'],2011,10.1029/2011JC007004
31,Ecosphere,Ecosphere,"['Max A. Moritz', 'Marc-André Parisien', 'Enric Batllori', 'Meg A. Krawchuk', 'Jeff Van Dorn', 'David J. Ganz', 'Katharine Hayhoe']",2012,10.1890/ES11-00345.1
32,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Svetlana Botsyun', 'Sebastian G. Mutz', 'Todd A. Ehlers', 'Alexander Koptev', 'Xun Wang', 'Benjamin Schmidt', 'Erwin Appel', 'Dieter E. Scherer']",2022,10.1029/2021JD035810
33,Journal of Marine Science and Engineering,Journal of Marine Science and Engineering,"['Mochamad Riam Badriana', 'Han Soo Lee']",2021,10.3390/jmse9080835
34,Theoretical and Applied Climatology,Theoretical and Applied Climatology,"['Seree Supharatid', 'Thannob Aribarg', 'Jirawat Nafung']",2022,10.1007/s00704-021-03844-1
35,Journal of Hydrology,Journal of Hydrology,"['Pablo A. Mendoza', 'Naoki Mizukami', 'Kyoko Ikeda', 'Martyn P. Clark', 'Ethan D. Gutmann', 'Jeffrey R. Arnold', 'Levi D. Brekke', 'Balaji Rajagopalan']",2016,10.1016/j.jhydrol.2016.08.010
36,Geophysical Research Letters,Geophysical Research Letters,"['Chad W. Thackeray', 'Xin Qu', 'Alex Hall']",2018,10.1029/2018GL078493
37,Climatic Change,Climatic Change,"['James Watson', 'Andrew J. Challinor', 'Thomas E. Fricker', 'Christopher A. T. Ferro']",2015,10.1007/s10584-014-1264-3
38,E3S Web of Conferences,E3S Web of Conferences,"['Claudio Cassardo', 'A. Tartaglia', 'C. Mele', 'M.L. Ruggiero']",2014,10.1051/e3sconf/20140202006
39,Geophysical Research Letters,Geophysical Research Letters,"['Claudia Tebaldi', 'Julie M. Arblaster', 'Reto Knutti']",2011,10.1029/2011GL049863
40,Climate Dynamics,Climate Dynamics,"['Michael R. Grose', 'Stuart P. Corney', 'Jack J. Katzfey', 'James C. Bennett', 'Gregory K. Holz', 'Christopher J. White', 'Nathaniel L. Bindoff']",2013,10.1007/s00382-012-1405-1
41,Anais da Academia Brasileira de Ciências,Anais da Academia Brasileira de Ciências,"['DAVI C.D. MELO', 'EDSON WENDLAND']",2017,10.1590/0001-3765201720160264
42,Journal of Climate,Journal of Climate,"['Masakazu Yoshimori', 'Ayako Abe-Ouchi', 'Hiroaki Tatebe', 'Toru Nozawa', 'Akira Oka']",2018,10.1175/JCLI-D-17-0402.1
43,Journal of Climate,Journal of Climate,"['Hiroaki Ueda', 'Masamichi Ohba', 'Shang-Ping Xie']",2009,10.1175/2008JCLI2341.1
44,Geophysical Research Letters,Geophysical Research Letters,"['Fumiaki Ogawa', 'Nour‐Eddine Omrani', 'Kazuaki Nishii', 'Hisashi Nakamura', 'Noel Keenlyside']",2015,10.1002/2015GL066538
45,Water Resources Research,Water Resources Research,"['Bradley Udall', 'Jonathan Overpeck']",2017,10.1002/2016WR019638
46,Climate Dynamics,Climate Dynamics,"['Jiwoo Lee', 'Yongkang Xue', 'Fernando De Sales', 'Ismaila Diallo', 'Larry Marx', 'Michael Ek', 'Kenneth R. Sperber', 'Peter J. Gleckler']",2019,10.1007/s00382-018-4351-8
47,Monthly Weather Review,Monthly Weather Review,"['Stephanie Fiedler', 'Traute Crueger', 'Roberta D’Agostino', 'Karsten Peters', 'Tobias Becker', 'David Leutwyler', 'Laura Paccini', 'Jörg Burdanowitz', 'Stefan A. Buehler', 'Alejandro Uribe Cortes', 'Thibaut Dauhut', 'Dietmar Dommenget', 'Klaus Fraedrich', 'Leonore Jungandreas', 'Nicola Maher', 'Ann Kristin Naumann', 'Maria Rugenstein', 'Mirjana Sakradzija', 'Hauke Schmidt', 'Frank Sielmann', 'Claudia Stephan', 'Claudia Timmreck', 'Xiuhua Zhu', 'Bjorn Stevens']",2020,10.1175/MWR-D-19-0404.1
48,Theoretical and Applied Climatology,Theoretical and Applied Climatology,['Tsuneaki Suzuki'],2011,10.1007/s00704-010-0276-9
49,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Qiaohong Sun', 'Chiyuan Miao', 'Qingyun Duan']",2015,10.1002/2014JD022994
50,Theoretical and Applied Climatology,Theoretical and Applied Climatology,['Mark R. Jury'],2013,10.1007/s00704-012-0677-z
51,Climatic Change,Climatic Change,"['Joseph Daron', 'Ian Macadam', 'Hideki Kanamaru', 'Thelma Cinco', 'Jack Katzfey', 'Claire Scannell', 'Richard Jones', 'Marcelino Villafuerte', 'Faye Cruz', 'Gemma Narisma', 'Rafaela Jane Delfino', 'Rodel Lasco', 'John Manalo', 'Emma Ares', 'Ana Liza Solis', 'Rosalina de Guzman', 'Joseph Basconcillo', 'Fredolin Tangang']",2018,10.1007/s10584-018-2183-5
52,Climate Dynamics,Climate Dynamics,"['Josephine R. Brown', 'Aurel F. Moise', 'Francois P. Delage']",2012,10.1007/s00382-011-1192-0
53,Quaternary International,Quaternary International,"['Ying Xu', 'Chonghai Xu', 'Xuejie Gao', 'Yong Luo']",2009,10.1016/j.quaint.2008.12.020
54,Journal of the Meteorological Society of Japan. Ser. II,Journal of the Meteorological Society of Japan. Ser. II,"['Yasuko OKADA', 'Tetsuya TAKEMI', 'Hirohiko ISHIKAWA', 'Shoji KUSUNOKI', 'Ryo MIZUTA']",2017,10.2151/jmsj.2017-013
55,Journal of Geophysical Research,Journal of Geophysical Research,"['I. G. Watterson', 'P. H. Whetton']",2011,10.1029/2010JD014502
56,Journal of Climate,Journal of Climate,"['Anthony M. DeAngelis', 'Anthony J. Broccoli', 'Steven G. Decker']",2013,10.1175/JCLI-D-12-00374.1
57,Journal of Climate,Journal of Climate,"['Mohammad Reza Najafi', 'Francis Zwiers', 'Nathan Gillett']",2017,10.1175/JCLI-D-16-0189.1
58,Sustainability,Sustainability,"['Francesco Di Grazia', 'Bruna Gumiero', 'Luisa Galgani', 'Elena Troiani', 'Michele Ferri', 'Steven A. Loiselle']",2021,10.3390/su131910629
59,Advances in Atmospheric Sciences,Advances in Atmospheric Sciences,"['Yuanxin Liu', 'Lijing Cheng', 'Yuying Pan', 'Zhetao Tan', 'John Abraham', 'Bin Zhang', 'Jiang Zhu', 'Junqiang Song']",2022,10.1007/s00376-022-1381-2
60,Theoretical and Applied Climatology,Theoretical and Applied Climatology,"['Roger Rodrigues Torres', 'Jose Antonio Marengo']",2013,10.1007/s00704-012-0718-7
61,Geophysical Research Letters,Geophysical Research Letters,"['Baijun Tian', 'Xinyu Dong']",2020,10.1029/2020GL087232
62,International Journal of Climatology,International Journal of Climatology,"['Lars Bärring', 'Mats Berlin', 'Bengt Andersson Gull']",2017,10.1002/joc.4691
63,Agricultural Sciences,Agricultural Sciences,"['Yvette Everingham', 'Geoff Inman-Bamber', 'Justin Sexton', 'Chris Stokes']",2015,10.4236/as.2015.68084
64,Estuaries and Coasts,Estuaries and Coasts,"['R. Wayne Wagner', 'Mark Stacey', 'Larry R. Brown', 'Michael Dettinger']",2011,10.1007/s12237-010-9369-z
65,International Journal of Climatology,International Journal of Climatology,['Bratati Chowdhury'],2022,10.1002/joc.7665
66,The Electricity Journal,The Electricity Journal,"['Shankar Chandramowli', 'Frank F. Felder']",2014,10.1016/j.tej.2014.04.002
67,Climate Dynamics,Climate Dynamics,"['Kazuaki Nishii', 'Hisashi Nakamura', 'Yvan J. Orsolini']",2015,10.1007/s00382-014-2229-y
68,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Irina Mahlstein', 'Peter R. Gent', 'Susan Solomon']",2013,10.1002/jgrd.50443
69,Water Resources Research,Water Resources Research,"['Russell S. Crosbie', 'Bridget R. Scanlon', 'Freddie S. Mpelasoka', 'Robert C. Reedy', 'John B. Gates', 'Lu Zhang']",2013,10.1002/wrcr.20292
70,International Journal of Climatology,International Journal of Climatology,"['Ying Mei', 'Shan‐shan Zhao', 'Si‐yi Wang', 'Xiao‐qiang Xie', 'Shi‐quan Wan', 'Wen‐ping He']",2022,10.1002/joc.7914
71,Atmospheric Research,Atmospheric Research,"['Xiaojun Wu', 'Lunche Wang', 'Zigeng Niu', 'Weixia Jiang', 'Qian Cao']",2023,10.1016/j.atmosres.2023.106883
72,Journal of Geochemical Exploration,Journal of Geochemical Exploration,['M. Latif'],2011,10.1016/j.gexplo.2010.09.011
73,Climate Research,Climate Research,"['M Drews', 'JH Christensen']",2015,10.3354/cr01313
74,Stochastic Environmental Research and Risk Assessment,Stochastic Environmental Research and Risk Assessment,"['Jayantha Obeysekera', 'Michelle Irizarry', 'Joseph Park', 'Jenifer Barnes', 'Tibebe Dessalegne']",2011,10.1007/s00477-010-0418-8
75,Engineering Project Organization Journal,Engineering Project Organization Journal,"['Paul Chinowsky', 'Carolyn Hayles', 'Amy Schweikert', 'Niko Strzepek', 'Kenneth Strzepek', 'C. Adam Schlosser']",2011,10.1080/21573727.2010.549608
76,Journal of Climate,Journal of Climate,"['Xiaoyan Jiang', 'Sara A. Rauscher', 'Todd D. Ringler', 'David M. Lawrence', 'A. Park Williams', 'Craig D. Allen', 'Allison L. Steiner', 'D. Michael Cai', 'Nate G. McDowell']",2013,10.1175/JCLI-D-12-00430.1
77,"Galaxea, Journal of Coral Reef Studies","Galaxea, Journal of Coral Reef Studies","['Yumiko YARA', 'Kazuhiro OSHIMA', 'Masahiko FUJII', 'Hiroya YAMANO', 'Yasuhiro YAMANAKA', 'Naosuke OKADA']",2011,10.3755/galaxea.13.11
78,Climatic Change,Climatic Change,"['Feng Zhang', 'Aris P. Georgakakos']",2012,10.1007/s10584-011-0167-9
79,Climate Dynamics,Climate Dynamics,"['Jung-Eun Chu', 'Kyung-Ja Ha', 'June-Yi Lee', 'Bin Wang', 'Byeong-Hee Kim', 'Chul Eddy Chung']",2014,10.1007/s00382-013-2002-7
80,Geophysical Research Letters,Geophysical Research Letters,"['Masato Sugi', 'Jun Yoshimura']",2012,10.1029/2012GL053360
81,Climate Dynamics,Climate Dynamics,"['Daniel B. Wright', 'Thomas R. Knutson', 'James A. Smith']",2015,10.1007/s00382-015-2544-y
82,Scientific Reports,Scientific Reports,"['Vincent Lamarre', 'Pierre Legagneux', 'Alastair Franke', 'Nicolas Casajus', 'Douglas C. Currie', 'Dominique Berteaux', 'Joël Bêty']",2018,10.1038/s41598-018-26131-y
83,Deep Sea Research Part II: Topical Studies in Oceanography,Deep Sea Research Part II: Topical Studies in Oceanography,"['Albert J. Hermann', 'Kelly Kearney', 'Wei Cheng', 'Darren Pilcher', 'Kerim Aydin', 'Kirstin K. Holsman', 'Anne B. Hollowed']",2021,10.1016/j.dsr2.2021.104974
84,IOP Conference Series: Earth and Environmental Science,IOP Conference Series: Earth and Environmental Science,"['S Grainger', 'C S Frederiksen', 'X Zheng']",2010,10.1088/1755-1315/11/1/012027
85,Journal of Climate,Journal of Climate,"['Martin Hoerling', 'Jon Eischeid', 'Judith Perlwitz', 'Xiaowei Quan', 'Tao Zhang', 'Philip Pegion']",2012,10.1175/JCLI-D-11-00296.1
86,Journal of Climate,Journal of Climate,['Dietmar Dommenget'],2012,10.1175/JCLI-D-11-00600.1
87,"Geografiska Annaler: Series A, Physical Geography","Geografiska Annaler: Series A, Physical Geography","['Deliang Chen', 'Peng Zhang', 'Kristina Seftigen', 'Tinghai Ou', 'Markus Giese', 'Roland Barthel']",2021,10.1080/04353676.2020.1841410
88,Climate Dynamics,Climate Dynamics,"['Marta Llopart', 'Michelle Simões Reboita', 'Rosmeri Porfírio da Rocha']",2020,10.1007/s00382-019-04990-z
89,Ecological Engineering,Ecological Engineering,"['George F. Wilhere', 'Jane B. Atha', 'Timothy Quinn', 'Ingrid Tohver', 'Lynn Helbrecht']",2017,10.1016/j.ecoleng.2017.04.009
90,Climate Research,Climate Research,"['C Bruyère', 'C Raktham', 'J Done', 'J Kreasuwun', 'C Thongbai', 'W Promnopas']",2017,10.3354/cr01442
91,Climatic Change,Climatic Change,"['Anji Seth', 'Sara A. Rauscher', 'Maisa Rojas', 'Alessandra Giannini', 'Suzana J. Camargo']",2011,10.1007/s10584-010-9973-8
92,Western Disturbances – Impacts and Climate Change,Western Disturbances - An Indian Meteorological Perspective,"['A. P. Dimri', 'Amulya Chevuturi']",2016,10.1007/978-3-319-26737-1_5
93,International Journal of Climatology,International Journal of Climatology,"['Prajjwal K. Panday', 'Jeanne Thibeault', 'Karen E. Frey']",2015,10.1002/joc.4192
94,Ocean Dynamics,Ocean Dynamics,"['Lanli Guo', 'Jinyu Sheng']",2017,10.1007/s10236-017-1046-3
95,Nature Climate Change,Nature Climate Change,"['Reto Knutti', 'Jan Sedláček']",2013,10.1038/nclimate1716
96,Applied Energy,Applied Energy,"['Kuo-Tsang Huang', 'Ruey-Lung Hwang']",2016,10.1016/j.apenergy.2015.11.008
97,Energy and Buildings,Energy and Buildings,"['Dong Chen', 'Xiaoming Wang', 'Zhengen Ren']",2012,10.1016/j.enbuild.2012.05.017
98,Climatic Change,Climatic Change,"['Hideo Shiogama', 'Naota Hanasaki', 'Yuji Masutomi', 'Tatsuya Nagashima', 'Tomoo Ogura', 'Kiyoshi Takahashi', 'Yasuaki Hijioka', 'Toshihiko Takemura', 'Toru Nozawa', 'Seita Emori']",2010,10.1007/s10584-009-9765-1
99,Hydrogeology Journal,Hydrogeology Journal,"['Russell S. Crosbie', 'James L. McCallum', 'Glen R. Walker', 'Francis H. S. Chiew']",2012,10.1007/s10040-011-0804-4
100,Journal of Climate,Journal of Climate,"['Liang Wu', 'Chia Chou', 'Cheng-Ta Chen', 'Ronghui Huang', 'Thomas R. Knutson', 'Joseph J. Sirutis', 'Stephen T. Garner', 'Christopher Kerr', 'Chia-Jung Lee', 'Ya-Chien Feng']",2014,10.1175/JCLI-D-12-00830.1
101,Journal of Climate,Journal of Climate,"['Aimée B. A. Slangen', 'John A. Church', 'Xuebin Zhang', 'Didier P. Monselesan']",2015,10.1175/JCLI-D-15-0376.1
102,Climatic Change,Climatic Change,"['Rajesh R. Shrestha', 'Alex J. Cannon', 'Markus A. Schnorbus', 'Francis W. Zwiers']",2017,10.1007/s10584-017-2098-6
103,ISPRS International Journal of Geo-Information,ISPRS International Journal of Geo-Information,"['Md Alam', 'Mehmet Ercan', 'Faria Zahura', 'Jonathan Goodall']",2018,10.3390/ijgi7070280
104,Geophysical Research Letters,Geophysical Research Letters,"['Noah S. Diffenbaugh', 'Moetasim Ashfaq']",2010,10.1029/2010GL043888
105,Environmental Science & Technology,Environmental Science & Technology,"['Lara Lamon', 'Harald von Waldow', 'Matthew MacLeod', 'Martin Scheringer', 'Antonio Marcomini', 'Konrad Hungerbühler']",2009,10.1021/es900438j
106,SOLA,SOLA,"['Masamichi Ohba', 'Hiroaki Ueda']",2009,10.2151/sola.2009-045
107,Journal of Sensors,Journal of Sensors,"['Bo Hu', 'Yang Wu', 'Xingfu Zhang', 'Bing Yang', 'Junyu Chen', 'Hui Li', 'Xiongle Chen', 'Zhiwei Chen']",2019,10.1155/2019/1698432
108,Ocean Circulation Models and Modeling,Ocean Circulation and Climate - A 21st Century Perspective,"['Stephen M. Griffies', 'Anne Marie Treguier']",2013,10.1016/B978-0-12-391851-2.00020-9
109,Annual Review of Economics,Annual Review of Economics,"['Marshall Burke', 'Solomon M. Hsiang', 'Edward Miguel']",2015,10.1146/annurev-economics-080614-115430
110,Climate Dynamics,Climate Dynamics,"['Matthieu Lengaigne', 'Gabriel A. Vecchi']",2010,10.1007/s00382-009-0562-3
111,Science,Science,"['Jonathan T. Overpeck', 'Gerald A. Meehl', 'Sandrine Bony', 'David R. Easterling']",2011,10.1126/science.1197869
112,Hydrological Sciences Journal,Hydrological Sciences Journal,"['Heyin Chen', 'Susanna T.Y. Tong', 'Heng Yang', 'Y. Jeffrey Yang']",2015,10.1080/02626667.2014.948445
113,The Scientific World Journal,The Scientific World Journal,['Armineh Barkhordarian'],2012,10.1100/2012/525303
114,Advances in Geosciences,Advances in Geosciences,"['C. Valdivia', 'J. Thibeault', 'J. L. Gilles', 'M. García', 'A. Seth']",2013,10.5194/adgeo-33-69-2013
115,Paleoceanography,Paleoceanography,"['Ingo Bethke', 'Camille Li', 'Kerim H. Nisancioglu']",2012,10.1029/2011PA002258
116,Science,Science,"['Solomon M. Hsiang', 'Marshall Burke', 'Edward Miguel']",2013,10.1126/science.1235367
117,Earth system models,Understanding the Earth System,"['Marko Scholze', 'J. Icarus Allen', 'William J. Collins', 'Sarah E. Cornell', 'Chris Huntingford', 'Manoj M. Joshi', 'Jason A. Lowe', 'Robin S. Smith', 'Oliver Wild']",2012,10.1017/CBO9780511921155.008
118,Stochastic Environmental Research and Risk Assessment,Stochastic Environmental Research and Risk Assessment,"['Kai Xu', 'Chuanhao Wu', 'Bill X. Hu']",2019,10.1007/s00477-018-1569-2
119,Climate Dynamics,Climate Dynamics,"['Rune G. Graversen', 'Sybren Drijfhout', 'Wilco Hazeleger', 'Roderik van de Wal', 'Richard Bintanja', 'Michiel Helsen']",2011,10.1007/s00382-010-0918-8
120,Nature Geoscience,Nature Geoscience,"['Wenhong Li', 'Laifang Li', 'Mingfang Ting', 'Yimin Liu']",2012,10.1038/ngeo1590
121,Hydrology and Earth System Sciences,Hydrology and Earth System Sciences,"['S. G. Leibowitz', 'R. L. Comeleo', 'P. J. Wigington Jr.', 'C. P. Weaver', 'P. E. Morefield', 'E. A. Sproles', 'J. L. Ebersole']",2014,10.5194/hess-18-3367-2014
122,Nature,Nature,"['R. Winkelmann', 'A. Levermann', 'M. A. Martin', 'K. Frieler']",2012,10.1038/nature11616
123,Journal of Climate,Journal of Climate,"['Tomoya Shimura', 'Nobuhito Mori', 'Hajime Mase']",2015,10.1175/JCLI-D-14-00711.1
124,Journal of Climate,Journal of Climate,"['Leone Cavicchia', 'Hans von Storch', 'Silvio Gualdi']",2014,10.1175/JCLI-D-14-00339.1
125,Polar Biology,Polar Biology,"['Chadwick V. Jay', 'Bruce G. Marcot', 'David C. Douglas']",2011,10.1007/s00300-011-0967-4
126,Natural Hazards,Natural Hazards,"['Muhammad Shafeeque', 'Yi Luo', 'Arfan Arshad', 'Sher Muhammad', 'Muhammad Ashraf', 'Quoc Bao Pham']",2023,10.1007/s11069-022-05661-9
127,Climatic Change,Climatic Change,"['Paul Chinowsky', 'Amy Schweikert', 'Niko Strzepek', 'Kyle Manahan', 'Kenneth Strzepek', 'C. Adam Schlosser']",2013,10.1007/s10584-012-0536-z
128,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,['Roy Thompson'],2015,10.1017/S1755691015000213
129,International Journal of Climate Change Strategies and Management,International Journal of Climate Change Strategies and Management,"['Boris Orlowsky', 'Pierluigi Calanca', 'Irshad Ali', 'Jawad Ali', 'Agustin Elguera Hilares', 'Christian Huggel', 'Inamullah Khan', 'Raphael Neukom', 'Arjumand Nizami', 'Muhammad Abbas Qazi', 'Carmenza Robledo', 'Mario Rohrer', 'Nadine Salzmann', 'Kaspar Schmidt']",2017,10.1108/IJCCSM-12-2016-0183
130,SIAM/ASA Journal on Uncertainty Quantification,SIAM/ASA Journal on Uncertainty Quantification,"['Daniel Williamson', 'Adam T. Blaker']",2014,10.1137/120900915
131,"Eos, Transactions American Geophysical Union","Eos, Transactions American Geophysical Union","['Petra Langebroek', 'Catherine Bradshaw', 'Anastasia Yanchilina', 'Rocio Caballero-Gill', 'Caroline Pew', 'Kyle Armour', 'Shih-Yu Lee', 'Ida-Maria Jansson']",2012,10.1029/2012EO140007
132,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Y. Qian', 'C. N. Long', 'H. Wang', 'J. M. Comstock', 'S. A. McFarlane', 'S. Xie']",2012,10.5194/acp-12-1785-2012
133,Journal of Geophysical Research: Atmospheres,Journal of Geophysical Research: Atmospheres,"['Koichi Sakaguchi', 'Xubin Zeng', 'Michael A. Brunke']",2012,10.1029/2012JD017765
134,Global Ecology and Biogeography,Global Ecology and Biogeography,"['Enric Batllori', 'Marc-André Parisien', 'Meg A. Krawchuk', 'Max A. Moritz']",2013,10.1111/geb.12065
135,Global Change Biology,Global Change Biology,"['Pierre Stratonovitch', 'Jonathan Storkey', 'Mikhail A. Semenov']",2012,10.1111/j.1365-2486.2012.02650.x
136,Climate Dynamics,Climate Dynamics,"['Jouni Räisänen', 'Jussi S. Ylhäisi']",2015,10.1007/s00382-014-2440-x
137,Journal of Climate,Journal of Climate,"['Takeshi Doi', 'Gabriel A. Vecchi', 'Anthony J. Rosati', 'Thomas L. Delworth']",2012,10.1175/JCLI-D-11-00360.1
138,Journal of Climate,Journal of Climate,"['Kelly Lombardo', 'Brian A. Colle', 'Zhenhai Zhang']",2015,10.1175/JCLI-D-14-00343.1
139,Climate Dynamics,Climate Dynamics,"['Jasti S. Chowdary', 'Anant Parekh', 'Rashmi Kakatkar', 'C. Gnanaseelan', 'G. Srinivas', 'Prem Singh', 'M. K. Roxy']",2016,10.1007/s00382-015-2874-9
140,Hydrology and Earth System Sciences,Hydrology and Earth System Sciences,"['Kue Bum Kim', 'Hyun-Han Kwon', 'Dawei Han']",2016,10.5194/hess-20-2019-2016
141,Journal of Hydrology,Journal of Hydrology,"['Lei Sun', 'Yufeng Lan', 'Rongsheng Jiang']",2023,10.1016/j.jhydrol.2023.129866
