,journal_title,article_title,contributors,year,doi
243,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Jean‐Christophe Golaz', 'Luke P. Van Roekel', 'Xue Zheng', 'Andrew F. Roberts', 'Jonathan D. Wolfe', 'Wuyin Lin', 'Andrew M. Bradley', 'Qi Tang', 'Mathew E. Maltrud', 'Ryan M. Forsyth', 'Chengzhu Zhang', 'Tian Zhou', 'Kai Zhang', 'Charles S. Zender', 'Mingxuan Wu', 'Hailong Wang', 'Adrian K. Turner', 'Balwinder Singh', 'Jadwiga H. Richter', 'Yi Qin', 'Mark R. Petersen', 'Azamat Mametjanov', 'Po‐Lun Ma', 'Vincent E. Larson', 'Jayesh Krishna', 'Noel D. Keen', 'Nicole Jeffery', 'Elizabeth C. Hunke', 'Walter M. Hannah', 'Oksana Guba', 'Brian M. Griffin', 'Yan Feng', 'Darren Engwirda', 'Alan V. Di Vittorio', 'Cheng Dang', 'LeAnn M. Conlon', 'Chih‐Chieh‐Jack Chen', 'Michael A. Brunke', 'Gautam Bisht', 'James J. Benedict', 'Xylar S. Asay‐Davis', 'Yuying Zhang', 'Meng Zhang', 'Xubin Zeng', 'Shaocheng Xie', 'Phillip J. Wolfram', 'Tom Vo', 'Milena Veneziani', 'Teklu K. Tesfa', 'Sarat Sreepathi', 'Andrew G. Salinger', 'J. E. Jack Reeves Eyre', 'Michael J. Prather', 'Salil Mahajan', 'Qing Li', 'Philip W. Jones', 'Robert L. Jacob', 'Gunther W. Huebler', 'Xianglei Huang', 'Benjamin R. Hillman', 'Bryce E. Harrop', 'James G. Foucar', 'Yilin Fang', 'Darin S. Comeau', 'Peter M. Caldwell', 'Tony Bartoletti', 'Karthik Balaguru', 'Mark A. Taylor', 'Renata B. McCoy', 'L. Ruby Leung', 'David C. Bader']",2022,10.1029/2022MS003156
244,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Karthik Balaguru', 'L. Ruby Leung', 'Luke P. Van Roekel', 'Jean‐Christophe Golaz', 'Paul A. Ullrich', 'Peter M. Caldwell', 'Samson M. Hagos', 'Bryce E. Harrop', 'Azamat Mametjanov']",2020,10.1029/2019MS002024
245,Journal of Climate,Journal of Climate,"['Bryce E. Harrop', 'Michael S. Pritchard', 'Hossein Parishani', 'Andrew Gettelman', 'Samson Hagos', 'Peter H. Lauritzen', 'L. Ruby Leung', 'Jian Lu', 'Kyle G. Pressel', 'Koichi Sakaguchi']",2022,10.1175/JCLI-D-21-0512.1
246,Atmospheric Chemistry and Physics,Atmospheric Chemistry and Physics,"['Kai Zhang', 'Wentao Zhang', 'Hui Wan', 'Philip J. Rasch', 'Steven J. Ghan', 'Richard C. Easter', 'Xiangjun Shi', 'Yong Wang', 'Hailong Wang', 'Po-Lun Ma', 'Shixuan Zhang', 'Jian Sun', 'Susannah M. Burrows', 'Manish Shrivastava', 'Balwinder Singh', 'Yun Qian', 'Xiaohong Liu', 'Jean-Christophe Golaz', 'Qi Tang', 'Xue Zheng', 'Shaocheng Xie', 'Wuyin Lin', 'Yan Feng', 'Minghuai Wang', 'Jin-Ho Yoon', 'L. Ruby Leung']",2022,10.5194/acp-22-9129-2022
247,Geoscientific Model Development,Geoscientific Model Development,"['Andrew Geiss', 'Po-Lun Ma', 'Balwinder Singh', 'Joseph C. Hardin']",2023,10.5194/gmd-16-2355-2023
248,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Catherine A. Senior', 'Colin G. Jones', 'Richard A. Wood', 'Alistair Sellar', 'Stephen Belcher', 'Albert Klein‐Tank', 'Rowan Sutton', 'Jeremy Walton', 'Bryan Lawrence', 'Timothy Andrews', 'Jane P. Mulcahy']",2020,10.1029/2019MS002004
249,Atmosphere,Atmosphere,"['William K. M. Lau', 'Kyu-Myong Kim', 'Bryce Harrop', 'L. Ruby Leung']",2023,10.3390/atmos14060995
250,Geophysical Research Letters,Geophysical Research Letters,"['B. Vega‐Westhoff', 'R. L. Sriver', 'C. Hartin', 'T. E. Wong', 'K. Keller']",2020,10.1029/2019GL085792
251,Geoscientific Model Development,Geoscientific Model Development,"['Adrian K. Turner', 'William H. Lipscomb', 'Elizabeth C. Hunke', 'Douglas W. Jacobsen\u200b\u200b\u200b\u200b\u200b\u200b\u200b', 'Nicole Jeffery', 'Darren Engwirda', 'Todd D. Ringler', 'Jonathan D. Wolfe']",2022,10.5194/gmd-15-3721-2022
252,Ocean Science,Ocean Science,"['Yanxin Wang', 'Karen J. Heywood', 'David P. Stevens', 'Gillian M. Damerell']",2022,10.5194/os-18-839-2022
253,Journal of Open Source Software,Journal of Open Source Software,"['Daniel E. Kaufman', 'Sha Feng', 'Katherine V. Calvin', 'Bryce E. Harrop', 'Susannah M. Burrows']",2022,10.21105/joss.04326
254,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Jadwiga H. Richter', 'Chih‐Chieh Chen', 'Qi Tang', 'Shaocheng Xie', 'Philip J. Rasch']",2019,10.1029/2019MS001763
255,Journal of Advances in Modeling Earth Systems,Journal of Advances in Modeling Earth Systems,"['Zhun Guo', 'Brian M. Griffin', 'Steffen Domke', 'Vincent E. Larson']",2021,10.1029/2020MS002278
256,Journal of Scientific Computing,Journal of Scientific Computing,"['Hong Zhang', 'Zhengyu Liu', 'Emil Constantinescu', 'Robert Jacob']",2022,10.1007/s10915-022-01983-9
257,Geophysical Research Letters,Geophysical Research Letters,"['Chia‐Wei Hsu', 'Charlotte A. DeMott', 'Mark D. Branson', 'Jack Reeves Eyre', 'Xubin Zeng']",2022,10.1029/2021GL096968
